Id,SalePrice
2658,95934.5355899585
2718,213148.9830858708
2414,180976.7291133891
1989,103748.65499052472
625,166904.39135012467
333,93970.31919936804
1327,104745.00816089296
858,154035.98377105326
95,203839.82933355504
1568,156556.26340826438
2482,170734.1461579419
1364,119228.7084825032
2584,157556.64532138052
818,264265.329524274
2673,112029.81721655687
2089,110366.84505935783
1297,138073.83251787943
790,124794.08628587448
2616,176285.65807895295
720,184513.30707345836
222,142760.84590138885
557,122656.87146316512
1148,200279.1793764478
2766,168507.91808339895
534,175479.39775561704
1452,118120.88485698304
630,147897.27277405077
2648,162167.92637811688
125,162098.1579857727
1904,57321.29484654989
1670,115042.95578830545
756,94399.20294560511
717,213956.15046246987
1032,149788.0745447058
852,208314.40534123735
1731,183678.4320737237
2639,105021.11764926965
2071,61482.16295431844
1267,114703.3790469328
1851,207994.45272142038
567,161481.89969340587
2439,213271.65079133736
1898,152109.73495177634
647,114561.9167122971
2256,217614.91597484853
979,93448.17458350079
1444,206914.86466960007
2485,118014.41226956577
157,128365.06853357526
88,138007.27675316925
2003,93223.39807104674
186,196626.9498049184
1425,256999.77856055318
2695,124407.75531187514
738,105823.93546459162
395,143027.92906830728
1353,165064.98013804163
1878,137793.94713701506
390,160866.93749599796
1456,237019.1829420208
1103,324612.277479712
1387,125071.4783376006
2070,141067.42263119156
1199,177915.6142788247
2479,176754.55906748492
501,320616.1898008941
2362,95932.93223979913
1718,204143.27664646506
2188,81777.58654142181
1483,149409.27095451485
2557,100424.73902230308
437,335534.08080868574
2224,208308.05561816142
1628,179162.2151026117
397,129246.66342149301
587,196455.5408742401
971,142220.2414947352
2611,143116.00297927877
1887,100943.0908865699
2399,376359.19297152327
2148,203401.75292508482
304,115938.83574911984
1997,126697.383817614
2817,138001.17881487584
1431,204201.9989298962
427,368598.50268135325
263,120727.32818209454
598,173527.3981206314
2895,228092.13010419867
687,126369.28962838149
1822,128605.72198243102
2191,113876.29619074875
179,99668.54531796857
1009,243550.36350137813
2010,115300.65222204452
1991,135821.6821371829
1411,163912.18183081722
1721,243726.64724998293
1144,186384.80456523184
593,210629.37539413123
575,302957.8655859133
1249,189006.69543796103
1604,122905.21135382412
1064,448543.2147519066
1923,151282.71480580425
1988,97415.22259916874
2325,175592.98614258887
114,188501.38352282258
2700,214490.75425084226
217,165176.7007298788
343,170178.9647970053
386,239783.41945682277
2005,98483.92882378746
2908,131608.3840671975
1814,198766.99244254734
2446,433788.3217018541
208,144864.60458861635
1679,111643.08507060191
822,352089.76771425013
6,191362.63282982341
1781,405769.829339316
2397,303112.1321721209
2340,320775.6848750881
1618,168793.38193595014
2843,117846.32361871234
1061,388442.8607014901
2786,126479.38276209329
1935,130542.74950413297
1341,113524.86394456976
521,298766.33549270197
2136,139215.92104921088
996,182915.64845486236
227,140599.3020903093
135,166637.57370536818
1167,160010.1248421531
294,230759.25146927152
1776,201542.10562099513
540,165681.0250744611
1717,204143.27664646506
2303,126041.24293422673
116,180431.80856564763
127,137164.00137779006
1371,124883.40632932406
1014,201216.99312935918
1507,82981.33216808058
702,146814.35750718022
750,144497.87325472775
261,163282.66029946657
1559,64384.405497280284
577,246830.29283831554
2812,201015.0644908281
2080,159987.57881780504
1368,107635.97991437512
2376,129495.04523549884
659,92825.99592077026
1235,127016.87447827279
332,81509.08138982161
1917,141802.91905622423
2094,241604.23637864663
1460,263679.8588931237
1471,202453.2974149957
1509,108989.39754627671
1922,124046.58677287675
433,442690.7034392173
460,322114.88685225043
1116,252227.4401880101
1137,156120.46345072536
53,171428.53055831103
2354,242511.70437934514
1475,198153.53270187063
1761,528866.7927070844
842,132423.1835277736
2739,186915.38908126176
2509,161384.98966788463
1007,210347.55256061358
2610,171186.4255158633
1952,111215.31092322664
2719,204904.36811927086
2921,63389.94965084963
1966,157640.91309272655
292,132845.20365131734
1204,188168.8832670051
1829,235516.2341784275
2419,190314.28625560593
391,156239.8811580481
798,119175.7385049821
481,189887.35921554468
193,214580.98793624013
555,118360.289560817
899,15803.54806054644
2357,172673.49676494475
328,102079.78715522951
1356,94400.23471739418
1154,119789.42258147022
1730,182085.45822916145
2249,154988.07021868404
1119,264053.8039610833
2856,130422.35765731704
1394,155327.63357636152
2587,127225.13470066954
61,337360.69025071233
2661,192576.85070204793
2711,141690.2376396044
1147,180207.42475079297
757,136602.94647886
2623,108745.93052653776
2378,148822.1461635085
1413,125537.43243283618
1722,226161.16497753412
1112,236548.75955533012
1623,185419.8134945211
1201,211560.48407686074
1513,123049.55398705223
957,243421.7723554973
1171,291849.7293770367
1145,196125.99706358486
2726,228756.5675157369
703,124862.49199554819
760,115856.50940650066
1964,157267.51018002408
2512,176338.00913058012
159,143701.45683269482
1281,164998.03914919356
468,183389.97636815652
290,110224.93837317976
665,116073.82449957092
1463,266371.6591666506
1792,238186.30696340467
923,173491.0283240166
500,298761.4225933636
1408,124912.94029682394
331,77976.4300847907
170,123621.35976059746
2192,95461.00807878302
2571,262233.359584177
2314,164434.66804053864
2647,91653.45526300477
422,421162.52455077413
2457,335259.85846215766
1838,198357.7784487021
2805,255336.85720318754
1645,155868.90869265323
1711,321562.22509139427
2825,225259.82124400893
322,360631.4726306135
2103,259550.01548705454
342,128876.50000246638
600,109735.8626990497
488,191267.66829760539
1725,351832.55229662545
2246,267570.0425662424
2847,145351.18488078372
806,226439.98709922293
530,233039.4460972124
963,189704.53947053172
2678,92364.54785796454
171,85781.3918470667
2401,432539.7942923753
805,204282.83614857143
2259,210724.31064875916
1748,185314.24563187745
1361,134581.3590469569
1677,113436.23912521561
1406,137042.44104912484
2322,210578.7782109362
688,163028.43813511665
143,147489.26905618075
804,183433.35605534425
1214,169655.70617148792
2828,139557.19798776254
1999,194062.54872240798
2467,198083.57733770838
2665,160074.91621671128
1538,317233.3269956049
398,113345.0173645254
2822,130785.0053772761
2157,156571.93176730367
1856,200593.8345543395
1269,97054.5875799349
2570,125484.28302472143
2320,251948.96035807423
1517,125237.92589062417
2304,115848.33895652101
1312,87681.37840257399
2012,125856.08814086734
506,240539.61139456913
2865,214027.2994749848
2367,98057.37253664744
554,104227.50431682037
238,136294.96966401473
1954,112016.34282728274
2488,146207.18649293872
2291,93970.31919936804
1969,120027.8704208027
2725,167550.70345601303
1482,149409.27095451485
2763,194772.8731642124
503,262906.31334802264
1584,226195.24203868787
1531,188371.84558765643
2210,208112.48041217544
459,361074.8370343017
556,124662.14105986648
1347,152762.74623451065
1290,80762.92850710699
1388,113094.39506395784
1571,202327.01147228855
2754,195844.10681140108
765,130232.8308609593
2494,127269.70321338759
2870,227573.39285313612
7,271911.8557471889
1114,234823.27409756472
2418,277336.8337605767
291,164413.2211544778
18,384738.5583212931
39,382845.4410456638
1001,294100.5017806792
2442,233336.20905341936
616,128811.68350064562
2680,69583.53894254455
1414,123642.95171487684
289,166917.9112232133
40,268014.78088318044
860,129807.63051170323
409,129115.09023192733
673,145836.57741291006
2427,171311.88029646204
2036,188570.86239861452
2564,144775.8912689004
642,172818.7228340063
1008,188594.12593419958
1908,142605.4082434562
2519,178775.62533300515
1369,88795.75144630144
2855,170111.05204117292
712,69893.86955478835
1943,119121.18951970412
1958,128656.62086053073
107,150267.55733239028
2295,192094.041719518
704,109628.6608225585
676,149194.34038246094
259,187019.46604079558
93,300822.812251189
106,229609.60282794986
2315,181500.14836802782
1050,114106.08017562138
1095,189703.02615256773
2709,134398.71744175482
758,172579.5826917584
1496,148595.86084455208
2370,113436.23912521561
2458,235736.1333966062
2733,138185.73115997767
161,259792.1908491449
726,165684.9880373711
845,213009.66435075094
947,275287.92281117255
2232,113373.85983668362
2563,133665.95897180497
2299,167370.57139778824
211,159241.9329572065
605,202834.58248338927
1478,200634.23839636063
2247,255879.38225355814
2274,187780.380859062
2869,223998.9846205725
967,225407.5088261837
2656,106691.68033857475
667,244374.2639704262
1042,100859.09147657386
2023,161299.99533206905
2447,404308.01041022653
2055,134947.10221066626
2275,274239.86338600185
2204,184119.01471708948
1563,268641.2961209967
483,212207.97414185913
796,141129.57199881785
1526,186796.80445015436
2042,169552.30395466782
442,380718.40286407946
1693,328784.019861613
1468,206532.44285817572
1430,193935.43648573544
2605,167284.5114454892
1529,185357.43861836498
335,144271.68043230608
1287,113672.3254596516
31,98069.53874938382
1785,321285.65942889586
82,152821.10897688568
2620,111816.70134179699
252,208842.2880566833
721,60157.07368120735
2165,191200.7604023649
2316,171736.400407435
775,129840.92977101837
1558,132626.8139797403
17,180044.3910911912
1022,226670.1240897258
925,144273.41678789872
438,281336.2957378392
1270,164655.7046073608
1272,139196.55145236297
215,130534.05353167321
266,209613.40143448484
2402,281489.08381980564
1250,126171.37015997339
1984,97711.07286152054
1279,137052.69865034916
377,236648.63843776015
1252,145520.87373391824
2156,241181.08053693487
499,325588.67193274084
1374,126831.10984508874
2898,248128.2582940526
401,109324.68080374757
2721,172346.50166254328
2078,254586.5884514134
2589,139261.35905786627
1946,264406.75683079194
1334,124946.16067721017
2781,236584.05969779927
431,414592.68082370725
576,188666.66666665784
1474,199903.42851513822
2254,151980.18601931143
2155,301264.55083054863
885,119266.96202713577
643,135079.57283274422
1944,127698.19878798601
480,197473.63236179634
2845,113030.81998147849
2387,295856.4053980921
2407,211187.58276294995
2527,158482.7178701506
2514,165090.8775371109
629,165368.74384271743
80,191381.74771638843
1876,141181.2606373389
1546,108734.12999486056
2518,178903.84771833904
2347,160273.13340221965
783,218798.54027968165
1322,70706.07411866174
194,105028.33872457693
1770,309387.78780172596
2143,39408.986043122146
1229,187919.0463870351
511,266981.0507619503
46,210798.7485567867
1348,164766.01579925307
2465,196698.38194067922
387,226908.5962263144
873,197478.68722255714
1918,105152.40953852213
2764,220805.0785248721
2184,104621.69592598095
934,141449.81654960755
1920,128018.17165725431
2631,143969.30773763664
1768,528012.3920436255
2040,122013.54314624802
1749,214683.97369276945
834,226911.3950980051
1457,231341.09884468914
79,118205.66364913477
2302,116435.20756792929
1817,138235.82201743594
2755,242447.13234930258
359,176189.57452808355
2059,118840.41462501066
2092,234848.38397688995
2516,244327.08474098495
150,109624.4961260615
1656,164427.0145303422
83,120307.09106580024
2411,188760.75798424584
795,77440.81597913872
2312,231026.17651213877
2917,115137.27067516398
1624,187508.48692813914
2215,289305.9416642436
1211,143596.08045838558
1485,156571.93176730367
1024,170234.91610936425
570,194336.41815294433
2874,134595.55831417505
700,179313.20468361833
2756,210871.85907646516
2022,175292.6523604045
583,202551.19301729117
2392,386524.59177080914
2424,188300.43771209917
212,115722.42427547778
736,123368.17445555316
1610,181058.01755588228
890,108515.28846708678
467,181055.03204930323
578,248460.7912470073
1747,184900.88547505258
1149,170925.70061318824
2758,222143.35534857918
857,129839.77207762242
2219,282924.11726193974
733,80968.18793427042
2909,103458.8604535808
1798,268613.4407354599
235,128421.24469213307
2366,134290.4716051413
1027,132078.99885409413
1195,117738.60269006752
1303,50394.872545788094
148,164047.50283859007
608,140028.4874740531
2515,189471.02680155847
821,282161.73093394446
2500,279939.62207286234
745,117095.12860172607
741,142182.80880648637
1611,149034.0881491095
2532,144039.7734845567
1081,216331.19406751022
1692,434516.9749549503
2520,169207.025935371
276,111228.34315257832
1992,119136.52134250046
663,38150.14239741132
418,125098.51515566252
1733,198746.56793718
2359,142495.30423103727
253,189442.56267027638
1518,130371.57560684993
2035,140225.87466383015
2919,81509.08138982161
1540,241039.10371095006
2120,143186.92984020058
1674,180955.92379765987
256,166409.56608986005
2361,115152.1509278779
978,90437.66789433714
2280,163716.41139463155
2095,212834.23672794426
1709,307530.81300756143
2801,217100.50183001725
1246,119520.96608487466
2373,104844.10262324379
1055,279042.84032137244
2017,130172.31009391804
1099,297731.12325318926
1344,90361.75740436031
835,215981.77778390498
1117,230692.75856363526
2043,89197.54261382922
2085,122857.11154533617
410,145408.31719419156
2650,88119.40984910156
2867,185334.7519086414
1668,110904.93591664272
1161,178560.14066053234
2122,177518.72000903753
2539,149587.75623476232
1047,136965.13631047402
1445,125973.72600016213
541,135393.15028506445
569,227619.4945717827
1276,130736.39211865795
918,155151.78062445414
326,168527.6911240829
1936,122793.31961124882
895,94370.82735540447
257,173347.6762811655
1241,169573.85263473177
1545,108812.27064989384
1189,174734.94134445704
270,149409.27095451485
2066,207054.38762358946
693,101119.08786421851
1259,157671.9403961856
2916,157294.67076993774
2321,274676.1860322013
1977,77337.02549728994
1895,151871.07175354002
1240,157816.8222845014
85,164634.05301481002
1823,134836.0604989018
825,244623.31305444698
110,212397.64044612568
697,109155.6876038051
2297,117765.15767967483
1231,137567.10707677196
1355,133246.62709615479
968,369576.447883119
584,212570.3398186387
1315,124692.01811906231
1606,134888.90826289853
206,66065.3099357918
1685,377650.3963788459
2016,126505.58669443884
869,211487.2746645206
2135,125662.42078120717
2346,168540.45111317124
2430,217213.24272378275
2198,58676.776100097195
2652,106943.78358245944
27,128230.08147985715
241,158561.74332239298
906,111786.25099180175
1506,126070.4089833253
2098,314965.6150244324
1435,199303.8263452284
2213,149739.70029304037
1274,133467.0229344134
743,21438.297752024388
1737,197801.4599706588
2797,271509.1119261366
2185,68471.58076998492
58,175268.58336331314
830,190691.01518755342
808,128491.16108444426
680,165581.5018035876
1153,111770.44608929548
1291,146996.75480644486
1818,156078.33359556535
2161,186127.15339285575
1883,124026.47664431787
350,347742.6541944727
2473,144355.30101116045
295,207830.28605947833
293,190289.91701293254
859,123697.7817649748
288,60811.364604789094
1578,173680.9280871583
102,171230.67196874876
2831,165586.85584663533
1030,166961.42642091025
2551,138452.8254505746
1286,162167.06304535363
958,334509.3120592582
776,127727.94623357509
72,208322.79692187745
2263,261087.53409408178
1866,153284.6080882572
2876,69113.55702702343
2146,249323.24100015097
103,174038.4340887427
1500,126201.78037292065
492,182987.61672233228
167,149269.87795117014
2597,104905.20299987998
2685,123653.26683954966
1035,135069.11056782026
1220,64362.85646137617
2602,135997.56795481715
2159,213374.90185377366
695,148771.7153880677
1109,258523.87069548626
640,179610.38284337637
1652,153369.20295004483
2090,169721.7626302392
1188,191579.92807770777
2345,221836.68457933477
1059,400435.9742325491
2751,244735.8260086616
128,186718.01467460484
1523,166313.2909400198
2925,150516.38122688147
2145,305213.8639056613
1121,217960.07117672052
566,305339.3564230872
565,232567.93775271127
1331,145947.9103706592
2928,133051.92427577393
156,130786.76679508072
797,139166.89045743746
327,96413.69375287664
2859,174272.1579422222
1453,112180.30944619095
1762,343253.56152378686
1868,189298.71939854496
1760,175602.01931959533
1113,257291.99106954798
1812,189752.44580224124
117,160763.80317528825
1142,194165.56550576334
2342,403979.67438845406
927,179035.89017755765
2478,185880.49937149143
655,83035.56479002287
2064,127704.19006068772
369,253077.53625652575
2239,131768.80265593345
2732,208460.7631093058
1653,171980.11246284778
959,204432.76815616727
2395,330619.73367330316
1412,108148.6233209289
271,238806.16943808892
1484,149409.27095451485
1497,149802.20983167036
552,157433.84644949553
2,131129.11496837536
1855,291865.83705865336
4,282052.4799253035
2292,157369.85554579544
134,147876.75965394895
646,104818.21714307331
42,345582.1683303646
532,216456.9280107227
713,109452.71938085654
2561,134447.75242155348
2360,141484.13518722553
1333,123126.3264230718
1407,201466.31973310845
2892,251740.9974313699
574,225772.06476892537
1227,177479.13761028514
2591,202002.7409438304
1476,197962.77049245586
1125,240071.3764845295
1446,142175.075492852
408,125823.79437410724
1101,301885.2084056847
2251,211561.34493637542
373,186913.2633994256
2554,131026.58700934084
2382,280792.85833105096
1985,82576.02247128903
519,225655.05070761163
1093,189452.80083979233
864,242362.44738557006
2889,159623.95043016152
2308,209249.30856151716
986,149201.2244059064
1302,144856.47757257504
585,146485.8838656703
2708,138973.74565368728
147,140424.4652592382
1441,205972.50582526083
383,176272.12410682865
285,138629.65876575027
181,112003.0922987726
358,198019.97448500886
780,202260.94470163604
258,185707.80322617307
1865,210250.3943281352
692,111109.347141053
2902,287539.786263278
508,270631.9514958777
2638,134557.0592991466
36,145742.01730547115
611,173614.3003744461
2281,140140.4742718073
1678,148379.00713330548
1696,436739.3091642491
1557,34059.72635638865
2180,144105.5225216215
1726,230081.71839065457
951,152057.3788694385
267,232176.11673261208
2706,144746.37189808107
2221,248878.28933046176
1357,192274.87221329397
2901,282927.5968143998
347,184912.72823047912
2164,185511.2714400384
1586,290584.9397592178
360,164878.74432403583
1769,233348.90248373395
2617,152562.85097701015
1879,168218.2950986158
991,217646.12517828983
1535,153401.36746142682
1191,168259.76274294197
1579,226639.0090574704
1882,134211.10263648568
1510,133429.88311072573
2196,164304.86367706506
1845,171230.67196874876
2336,410821.032104244
942,90799.11084317137
861,141705.8137635027
2555,116861.47680780079
1392,154382.46572162362
2099,266712.67629984336
1543,104827.57999842761
948,233161.65832743898
1239,166437.36043107035
22,184965.28215111018
2796,243946.92326242974
2747,168072.18509459496
92,304694.7727305123
210,190046.61997465053
1858,190760.48617240565
2228,145293.89610533317
447,226076.62655437444
827,217890.7337474015
1649,200262.84933302266
682,153865.78487029942
2698,117590.40084775056
494,175586.96051557752
214,129487.94733043932
2441,252628.60179160326
2679,124077.05273788775
1336,113658.88561362395
465,186769.31128415564
1524,160789.50117636457
2543,117091.30027767777
631,136310.1256062483
2452,325479.3491543229
228,153009.59547039628
126,159678.3930052864
1092,210611.99830158995
1122,208940.6380376117
932,206236.08672439322
1980,92656.8403065622
2171,125189.51831555672
551,151785.72415556898
