Id,SalePrice
2658,111910.05652925686
2718,186267.64127227996
2414,196769.85440157022
1989,96596.37340401259
625,163551.27543211688
333,85512.52413066872
1327,95753.50182116806
858,165980.01008125202
95,196028.32463058998
1568,159311.45693963591
2482,169799.7467173009
1364,113231.46299427951
2584,150872.2837153395
818,273606.36348867434
2673,99972.98443218606
2089,122251.71839220187
1297,139304.87256832473
790,118695.29929974087
2616,164029.5195370997
720,190214.3190079374
222,141217.87956528703
557,128581.63620397547
1148,189856.569975789
2766,208192.54243158008
534,163108.78435405396
1452,121562.33306719369
630,148462.53107085632
2648,147663.9312529731
125,162399.41451725975
1904,57904.78604295349
1670,114953.06972264586
756,106208.6968177064
717,211154.23638151278
1032,144408.0813550644
852,211292.92844524892
1731,176516.6585639023
2639,115364.03699947393
2071,53171.95271538681
1267,114429.08671039727
1851,192044.75691458426
567,151721.9840978362
2439,204368.0935414299
1898,145403.10361065477
647,131891.42636042926
2256,221158.1339540368
979,77518.25212888722
1444,213604.58256830048
2485,121201.13890395086
157,129989.15750517062
88,141611.46353537583
2003,103313.29842342826
186,203242.34201414097
1425,246355.63272073754
2695,118355.83153796219
738,122246.03083818487
395,144898.38479537598
1353,181284.34156580974
1878,144273.40319310088
390,170675.15790042788
1456,250855.42632993165
1103,317007.4872193094
1387,130051.10723964777
2070,136194.46540173603
1199,184270.87942939106
2479,186882.29625340662
501,307577.67977477313
2362,93016.72503079171
1718,213811.70361365326
2188,99966.8891808578
1483,155987.13787182415
2557,92111.2632500616
437,348011.5871183038
2224,183550.2176646322
1628,172969.43065695203
397,142339.261754409
587,193441.7686799231
971,147803.46956066467
2611,156023.37746259372
1887,94784.76977771887
2399,376898.9368360544
2148,188931.21841514233
304,119333.5786548517
1997,126318.72517375351
2817,126058.80016399716
1431,218603.99556288047
427,351009.0548888263
263,120386.09427336132
598,174054.64727893128
2895,209887.0161255714
687,143699.9004643283
1822,133499.93478801602
2191,95486.12328504818
179,105546.09806113428
1009,241190.8830574996
2010,129815.75529185653
1991,134240.6473806551
1411,151434.73773622036
1721,251288.15723966114
1144,192294.5510472947
593,221556.5815960882
575,321588.3815303215
1249,172613.47756042815
1604,127970.63755235646
1064,464926.9639209861
1923,154709.66421819245
1988,114910.35220157629
2325,179119.16023247695
114,193736.71404941817
2700,190813.1605020258
217,162090.88624559034
343,162425.1541795319
386,227328.25631392671
2005,114103.00731967133
2908,124882.31722938939
1814,204709.88607529766
2446,439482.7846910372
208,139778.05273951602
1679,95418.16909058357
822,348249.15718695003
6,197352.55084148975
1781,408340.45690247737
2397,297398.81714885804
2340,317147.21052006894
1618,177763.90681689925
2843,111533.40057609952
1061,385929.8176784167
2786,126415.73505157704
1935,128780.83643129712
1341,128573.55693242268
521,286335.97896125057
2136,135346.90010560106
996,190036.85734306352
227,141565.26591200504
135,160362.78428966668
1167,167482.86515810835
294,237471.0394033378
1776,191795.6473368613
540,155523.78381725686
1717,213811.70361365326
2303,127596.27407046803
116,182383.79781136027
127,141984.07163673127
1371,126283.9080421452
1014,176909.3976578244
1507,85462.70587436488
702,143755.6955942
750,137703.54324408795
261,163135.29667917074
1559,55525.72103408846
577,258995.9697722373
2812,189893.49064473022
2080,163918.1682942551
1368,107137.1346102595
2376,129460.5041002492
659,98072.90202203853
1235,136595.46044558944
332,70067.02056559006
1917,147066.18749258306
2094,245950.3144915342
1460,245627.7842015777
1471,216991.0413443115
1509,116845.6157672428
1922,122438.98212977225
433,455097.49540752353
460,304126.1592137474
1116,263180.21280888066
1137,159720.06114539487
53,178472.74963793106
2354,256028.8718820394
1475,204785.3617058078
1761,521330.2268701436
842,141343.36215929204
2739,171737.7066667333
2509,154883.54855509027
1007,200452.96185749437
2610,167676.7476317194
1952,101841.77615904278
2719,190090.14410036564
2921,66279.90341001563
1966,153591.55973574804
292,134055.41150151397
1204,194151.93718609127
1829,254881.90494196065
2419,184434.185774047
391,144940.0112494877
798,123039.94277473039
481,202796.7454944569
193,196697.50026825914
555,117171.87194079999
899,15398.467590962828
2357,177991.32983521553
328,125314.86878324859
1356,111749.83096310799
